,Customer.Lifetime.Value,Coverage,Education,EmploymentStatus,Gender,Income,Location.Code,Marital.Status,Monthly.Premium.Auto,Months.Since.Last.Claim,Months.Since.Policy.Inception,Number.of.Open.Complaints,Number.of.Policies,Policy.Type,Policy,Renew.Offer.Type,Sales.Channel,Total.Claim.Amount,Vehicle.Class,Vehicle.Size
7257,15886.03136,Basic,Doctor,Employed,F,56362,Suburban,Married,197,30,47,1,6,Personal Auto,Personal L3,Offer4,Call Center,945.6,Luxury SUV,2
7258,11834.73469,Extended,Bachelor,Unemployed,F,0,Suburban,Single,85,12,37,0,2,Personal Auto,Personal L2,Offer2,Agent,612,Four-Door Car,2
7259,2602.24525,Basic,College,Employed,M,29500,Urban,Married,67,13,33,0,1,Personal Auto,Personal L1,Offer2,Branch,262.086021,Four-Door Car,2
7261,7427.845088,Extended,Bachelor,Employed,F,78294,Rural,Married,92,6,35,0,3,Personal Auto,Personal L1,Offer4,Agent,181.148732,Four-Door Car,2
7262,6057.07208,Extended,Bachelor,Retired,M,27681,Suburban,Married,83,13,62,0,9,Personal Auto,Personal L3,Offer2,Agent,398.4,Two-Door Car,2
7266,22305.32351,Premium,College,Unemployed,F,0,Urban,Married,102,13,89,0,2,Personal Auto,Personal L2,Offer4,Agent,401.528957,Two-Door Car,2
7267,2725.680297,Basic,High School or Below,Employed,F,39161,Suburban,Married,71,8,84,3,1,Personal Auto,Personal L3,Offer1,Branch,340.8,Four-Door Car,2
7268,5536.386959,Basic,College,Employed,F,52220,Suburban,Married,70,17,42,1,5,Personal Auto,Personal L2,Offer1,Call Center,336,Four-Door Car,3
7269,2937.165583,Basic,Master,Employed,F,45768,Urban,Married,73,29,62,0,1,Personal Auto,Personal L3,Offer1,Branch,275.608537,Two-Door Car,2
7270,7850.128057,Basic,Bachelor,Employed,F,67186,Urban,Single,66,22,20,0,2,Personal Auto,Personal L2,Offer3,Branch,184.936711,Four-Door Car,3
7271,8105.81483,Basic,High School or Below,Retired,M,17920,Suburban,Married,72,14,53,0,2,Personal Auto,Personal L1,Offer1,Branch,424.375364,Four-Door Car,2
7273,8196.077584,Basic,Bachelor,Disabled,F,21706,Suburban,Divorced,108,19,28,0,3,Personal Auto,Personal L3,Offer1,Agent,518.4,SUV,2
7275,5365.54161,Basic,Bachelor,Employed,F,77095,Suburban,Divorced,68,22,59,1,4,Personal Auto,Personal L2,Offer3,Agent,461.841879,Four-Door Car,3
7276,5989.773931,Premium,College,Employed,M,66839,Suburban,Single,154,33,24,0,1,Personal Auto,Personal L3,Offer2,Branch,739.2,Sports Car,2
7279,4879.442929,Basic,Bachelor,Employed,F,58580,Suburban,Married,61,5,53,0,3,Personal Auto,Personal L3,Offer1,Agent,292.8,Four-Door Car,2
7280,3915.798108,Basic,High School or Below,Employed,M,52361,Suburban,Single,100,32,65,0,1,Corporate Auto,Corporate L3,Offer1,Agent,489.6,SUV,3
7282,8849.689719,Basic,Master,Employed,M,53228,Rural,Married,73,26,33,0,2,Special Auto,Special L1,Offer2,Branch,137.195447,Four-Door Car,2
7283,2971.919417,Basic,College,Employed,F,35605,Suburban,Single,74,2,28,0,1,Personal Auto,Personal L3,Offer2,Call Center,468.728516,Four-Door Car,2
7284,4583.748377,Basic,Master,Employed,M,94804,Suburban,Married,115,13,79,4,1,Personal Auto,Personal L2,Offer1,Branch,764.592151,SUV,2
7285,2898.732747,Extended,High School or Below,Unemployed,F,0,Suburban,Single,96,5,7,4,1,Personal Auto,Personal L2,Offer2,Agent,691.2,Four-Door Car,2
7286,7880.337212,Basic,Bachelor,Disabled,M,23129,Suburban,Married,70,10,74,0,2,Personal Auto,Personal L2,Offer1,Agent,491.65337,Four-Door Car,2
7287,3075.594979,Extended,Bachelor,Employed,M,65017,Urban,Married,81,8,16,4,1,Corporate Auto,Personal L2,Offer2,Web,301.841073,Four-Door Car,3
7288,6438.995346,Extended,High School or Below,Medical Leave,M,19831,Suburban,Married,83,8,88,0,7,Personal Auto,Personal L2,Offer1,Agent,398.4,Four-Door Car,2
7289,8008.095994,Basic,High School or Below,Employed,M,63775,Urban,Married,100,29,3,0,3,Corporate Auto,Corporate L1,Offer2,Call Center,462.753151,SUV,3
7290,5635.294733,Basic,College,Employed,M,59325,Urban,Married,71,13,75,0,3,Corporate Auto,Corporate L3,Offer2,Call Center,229.686659,Four-Door Car,2
7291,7703.397294,Extended,Bachelor,Employed,M,77642,Suburban,Married,191,34,15,0,1,Corporate Auto,Corporate L2,Offer3,Agent,1298.853615,Luxury Car,2
7293,7849.125533,Extended,College,Employed,F,54431,Urban,Married,97,19,62,0,3,Personal Auto,Personal L3,Offer1,Agent,284.49502,Four-Door Car,2
7294,5791.610721,Basic,College,Employed,F,80480,Urban,Married,72,6,55,0,7,Personal Auto,Personal L3,Offer3,Agent,242.842607,Four-Door Car,2
7296,4260.33573,Basic,College,Medical Leave,M,26991,Suburban,Divorced,119,34,65,0,1,Corporate Auto,Corporate L3,Offer3,Branch,856.8,SUV,2
7297,2647.519741,Basic,College,Employed,M,37876,Urban,Single,69,13,15,0,1,Personal Auto,Personal L3,Offer2,Agent,300.056383,Four-Door Car,2
7298,2432.169223,Basic,College,Unemployed,F,0,Rural,Married,65,26,93,0,1,Personal Auto,Personal L3,Offer1,Web,153.200014,Two-Door Car,2
7299,7564.611951,Basic,Bachelor,Employed,F,48381,Suburban,Married,63,2,71,0,2,Personal Auto,Personal L3,Offer1,Agent,302.4,Two-Door Car,3
7301,24868.24096,Extended,High School or Below,Unemployed,F,0,Suburban,Married,128,12,9,0,2,Personal Auto,Personal L3,Offer1,Agent,715.951352,SUV,2
7302,6259.477847,Extended,College,Unemployed,F,0,Urban,Married,83,8,78,0,4,Personal Auto,Personal L2,Offer2,Agent,254.142365,Four-Door Car,2
7305,4372.194536,Basic,High School or Below,Employed,M,86001,Rural,Divorced,111,1,3,1,1,Personal Auto,Personal L3,Offer1,Branch,8.312729,SUV,2
7306,3126.271893,Extended,High School or Below,Employed,M,34510,Suburban,Divorced,81,0,54,0,1,Personal Auto,Personal L3,Offer2,Agent,388.8,Four-Door Car,3
7307,5322.291688,Extended,Bachelor,Employed,F,33681,Suburban,Single,138,13,21,1,1,Personal Auto,Personal L2,Offer1,Agent,873.127345,SUV,1
7308,8657.968597,Basic,College,Employed,M,68727,Rural,Married,72,15,49,0,2,Personal Auto,Personal L1,Offer1,Branch,171.475838,Four-Door Car,2
7310,2935.838245,Extended,College,Unemployed,F,0,Suburban,Single,82,11,35,0,1,Personal Auto,Personal L3,Offer1,Web,590.4,Four-Door Car,2
7311,5251.968272,Basic,Master,Employed,M,41991,Rural,Single,67,14,75,0,3,Personal Auto,Personal L2,Offer1,Call Center,88.382536,Four-Door Car,1
7313,18321.41903,Basic,Master,Employed,F,96917,Urban,Married,68,7,2,0,2,Corporate Auto,Corporate L3,Offer1,Agent,219.879452,Four-Door Car,3
7315,5638.543833,Basic,High School or Below,Employed,M,73168,Suburban,Divorced,0,34,39,0,6,Corporate Auto,Corporate L2,Offer2,Call Center,452.271771,Two-Door Car,2
7316,26200.83423,Basic,College,Employed,M,68507,Rural,Married,110,5,29,0,2,Personal Auto,Personal L2,Offer3,Agent,140.196942,SUV,2
7317,5860.01804,Basic,Bachelor,Employed,F,38684,Suburban,Married,74,1,22,0,6,Personal Auto,Personal L3,Offer3,Branch,376.760016,Two-Door Car,2
7320,13024.13012,Extended,Master,Unemployed,M,0,Suburban,Single,125,6,61,0,2,Personal Auto,Personal L2,Offer1,Agent,900,SUV,3
7321,7498.824515,Basic,Master,Unemployed,F,0,Suburban,Married,66,5,17,0,2,Personal Auto,Personal L1,Offer3,Agent,316.8,Four-Door Car,2
7322,9521.676094,Basic,Bachelor,Employed,F,74583,Rural,Married,118,31,20,0,4,Personal Auto,Personal L1,Offer1,Agent,161.210468,SUV,2
7324,2255.312942,Extended,College,Employed,M,58289,Suburban,Single,62,18,92,4,1,Personal Auto,Personal L3,Offer1,Agent,297.6,Two-Door Car,2
7325,10408.96865,Basic,High School or Below,Retired,M,20228,Suburban,Divorced,101,3,43,1,2,Personal Auto,Personal L3,Offer1,Branch,523.815839,SUV,2
7328,5229.986897,Basic,Master,Medical Leave,M,18129,Suburban,Single,69,21,56,0,5,Personal Auto,Personal L3,Offer1,Agent,364.695093,Four-Door Car,2
7329,4529.976333,Basic,College,Unemployed,F,0,Suburban,Single,69,17,34,0,3,Personal Auto,Personal L1,Offer1,Branch,438.369382,Four-Door Car,2
7330,2419.306466,Basic,College,Unemployed,M,0,Suburban,Married,70,12,29,1,1,Personal Auto,Personal L1,Offer1,Call Center,336,Two-Door Car,3
7331,19160.98994,Extended,Master,Employed,F,22705,Suburban,Divorced,239,19,59,0,7,Personal Auto,Personal L1,Offer2,Agent,1294.700423,Luxury SUV,2
7332,7123.694599,Basic,College,Disabled,F,16139,Suburban,Married,62,19,69,0,2,Personal Auto,Personal L3,Offer1,Branch,297.6,Four-Door Car,1
7333,4369.71794,Premium,Master,Employed,M,88495,Suburban,Married,108,2,83,0,1,Personal Auto,Personal L3,Offer1,Branch,535.926948,Two-Door Car,2
7336,5557.934118,Basic,High School or Below,Employed,F,83576,Suburban,Married,69,35,72,0,5,Personal Auto,Personal L3,Offer3,Web,331.2,Two-Door Car,2
7340,5181.620895,Basic,Master,Employed,F,97131,Suburban,Married,64,5,80,0,6,Personal Auto,Personal L1,Offer2,Agent,307.2,Four-Door Car,3
7341,7437.693335,Extended,High School or Below,Employed,M,86863,Suburban,Married,92,27,26,0,3,Personal Auto,Personal L3,Offer2,Branch,441.6,Four-Door Car,2
7342,9267.920019,Basic,Master,Employed,M,55808,Urban,Married,116,31,4,0,7,Personal Auto,Personal L3,Offer2,Call Center,551.413755,SUV,3
7348,10209.02324,Extended,High School or Below,Employed,M,36568,Suburban,Married,128,28,34,0,6,Personal Auto,Personal L3,Offer1,Agent,978.621302,SUV,2
7349,3906.669584,Extended,College,Employed,F,60230,Rural,Married,98,13,91,0,1,Personal Auto,Personal L2,Offer2,Web,8.129056,Four-Door Car,3
7350,4053.373793,Premium,Master,Employed,M,44661,Urban,Married,101,2,1,0,1,Personal Auto,Personal L3,Offer3,Agent,436.836944,Two-Door Car,2
7351,7503.367741,Extended,College,Employed,M,52464,Suburban,Married,0,9,15,0,3,Personal Auto,Personal L2,Offer4,Agent,515.930856,Four-Door Car,2
7353,13223.04379,Extended,Bachelor,Employed,M,37534,Suburban,Married,84,2,0,2,2,Personal Auto,Personal L3,Offer3,Branch,403.2,Four-Door Car,2
7354,41787.90343,Premium,High School or Below,Employed,F,46587,Suburban,Divorced,119,34,74,2,2,Personal Auto,Personal L2,Offer1,Call Center,571.2,Four-Door Car,2
7356,16468.22079,Basic,High School or Below,Unemployed,F,0,Suburban,Divorced,63,4,52,0,2,Personal Auto,Personal L1,Offer2,Agent,685.12694,Four-Door Car,2
7358,7602.663689,Basic,High School or Below,Unemployed,F,0,Suburban,Single,105,2,84,0,5,Corporate Auto,Personal L3,Offer2,Web,914.538629,SUV,3
7359,7923.136624,Basic,High School or Below,Employed,M,76505,Suburban,Married,108,32,43,0,3,Personal Auto,Personal L2,Offer2,Agent,587.656629,SUV,2
7360,8189.967712,Basic,College,Employed,F,54840,Rural,Single,74,11,22,0,2,Corporate Auto,Corporate L3,Offer1,Agent,14.095914,Four-Door Car,2
7361,26197.41498,Basic,High School or Below,Employed,F,67572,Rural,Married,0,13,10,0,2,Personal Auto,Personal L3,Offer3,Agent,78.189401,Two-Door Car,2
7363,7416.197322,Extended,Bachelor,Unemployed,M,0,Suburban,Single,77,15,12,2,2,Personal Auto,Personal L3,Offer1,Agent,554.4,Four-Door Car,2
7364,3096.511217,Extended,College,Employed,F,21604,Suburban,Divorced,79,14,28,0,1,Personal Auto,Personal L2,Offer1,Branch,379.2,Four-Door Car,2
7365,2423.259778,Basic,Bachelor,Medical Leave,M,15585,Rural,Married,65,22,24,0,1,Personal Auto,Personal L3,Offer1,Agent,67.618365,Two-Door Car,2
7366,6019.960469,Extended,College,Unemployed,M,0,Suburban,Single,92,3,28,0,4,Personal Auto,Personal L3,Offer1,Agent,662.4,Four-Door Car,2
7368,12489.21197,Premium,High School or Below,Unemployed,M,0,Suburban,Married,113,4,13,0,2,Personal Auto,Personal L3,Offer3,Call Center,542.4,Four-Door Car,2
7369,5320.081159,Basic,High School or Below,Employed,F,88669,Urban,Married,66,9,18,1,4,Personal Auto,Personal L2,Offer1,Call Center,213.574473,Four-Door Car,2
7371,4270.034394,Extended,College,Unemployed,M,0,Suburban,Married,122,27,2,0,1,Personal Auto,Personal L3,Offer2,Agent,725.870693,SUV,2
7374,5555.492159,Extended,High School or Below,Employed,F,51705,Urban,Married,139,26,79,0,1,Personal Auto,Personal L3,Offer1,Agent,545.291103,SUV,2
7375,14349.85991,Premium,Bachelor,Employed,M,73222,Urban,Married,180,24,43,0,3,Personal Auto,Personal L1,Offer1,Call Center,821.51673,SUV,1
7376,3954.344534,Basic,Bachelor,Disabled,M,18375,Suburban,Married,103,8,50,0,1,Personal Auto,Personal L2,Offer1,Branch,535.080276,Sports Car,1
7377,4582.155128,Basic,High School or Below,Employed,F,48569,Urban,Married,0,5,54,0,1,Personal Auto,Personal L2,Offer1,Agent,504.513989,SUV,3
7379,4869.240839,Basic,High School or Below,Employed,F,55593,Rural,Married,61,13,52,0,3,Personal Auto,Personal L1,Offer2,Call Center,9.050204,Four-Door Car,2
7380,5308.434428,Basic,Bachelor,Employed,M,36791,Suburban,Divorced,66,25,19,0,3,Personal Auto,Personal L3,Offer3,Agent,375.866091,Four-Door Car,3
7381,13864.38495,Basic,College,Unemployed,F,0,Suburban,Single,74,4,12,4,2,Personal Auto,Personal L1,Offer1,Agent,580.886785,Four-Door Car,1
7382,5210.348372,Basic,Bachelor,Employed,M,89781,Rural,Single,66,7,89,0,5,Special Auto,Special L2,Offer1,Agent,37.960537,Four-Door Car,2
7383,3484.141641,Extended,Bachelor,Employed,M,34307,Rural,Divorced,0,33,62,2,1,Personal Auto,Personal L3,Offer1,Call Center,186.025014,Four-Door Car,2
7384,6225.022266,Extended,High School or Below,Employed,F,53078,Urban,Married,79,29,81,2,8,Corporate Auto,Corporate L3,Offer2,Branch,200.97608,Four-Door Car,2
7387,9392.557553,Basic,High School or Below,Employed,F,71416,Rural,Married,118,13,22,0,5,Corporate Auto,Corporate L3,Offer3,Agent,177.635183,SUV,2
7388,7687.296987,Basic,Bachelor,Unemployed,F,0,Suburban,Divorced,109,0,5,0,3,Personal Auto,Personal L1,Offer3,Call Center,523.2,SUV,2
7389,7882.987485,Extended,High School or Below,Employed,F,23235,Suburban,Married,99,28,71,0,4,Personal Auto,Personal L3,Offer2,Call Center,587.656629,Four-Door Car,2
7391,9837.507586,Extended,Bachelor,Employed,M,44006,Suburban,Single,85,20,61,0,2,Personal Auto,Personal L1,Offer1,Agent,488.84232,Two-Door Car,3
7392,5824.767025,Basic,College,Employed,F,43145,Rural,Married,72,24,34,0,6,Corporate Auto,Corporate L3,Offer1,Branch,128.969729,Four-Door Car,2
7393,2674.227315,Basic,High School or Below,Employed,F,33451,Suburban,Married,67,0,1,0,1,Personal Auto,Personal L2,Offer2,Agent,337.219884,Four-Door Car,2
7397,2531.73969,Basic,College,Employed,M,31993,Rural,Divorced,66,14,4,1,1,Personal Auto,Personal L3,Offer1,Branch,39.627399,Four-Door Car,2
7399,2574.020376,Basic,Master,Employed,F,34990,Rural,Single,65,23,73,0,1,Personal Auto,Personal L1,Offer2,Web,42.689135,Four-Door Car,2
7400,2063.387895,Basic,College,Unemployed,F,0,Suburban,Single,64,22,34,3,1,Personal Auto,Personal L3,Offer1,Agent,602.911057,Four-Door Car,3
7401,6907.554242,Extended,Bachelor,Employed,F,42790,Urban,Married,0,10,74,0,3,Personal Auto,Personal L1,Offer1,Branch,290.057111,Two-Door Car,2
7402,3611.183505,Extended,College,Employed,M,63329,Suburban,Divorced,92,33,87,0,1,Personal Auto,Personal L3,Offer1,Web,441.6,Four-Door Car,2
7404,11797.99211,Basic,Bachelor,Unemployed,F,0,Suburban,Single,115,11,83,0,2,Personal Auto,Personal L2,Offer1,Branch,561.6,SUV,2
7407,7200.664877,Basic,College,Unemployed,F,0,Suburban,Married,66,16,77,0,2,Corporate Auto,Corporate L3,Offer2,Agent,316.8,Four-Door Car,2
7410,8539.826923,Basic,High School or Below,Employed,F,55478,Urban,Married,71,7,1,0,2,Personal Auto,Personal L2,Offer2,Branch,339.399593,Two-Door Car,2
7411,30442.53824,Premium,High School or Below,Employed,F,64321,Rural,Divorced,253,4,75,0,2,Personal Auto,Personal L3,Offer1,Agent,422.438297,Luxury SUV,2
7413,7779.588181,Basic,Bachelor,Employed,F,90969,Urban,Single,65,7,22,0,2,Personal Auto,Personal L2,Offer1,Agent,190.751345,Four-Door Car,2
7414,10656.88195,Extended,Bachelor,Employed,F,72540,Suburban,Married,88,7,3,0,2,Personal Auto,Personal L3,Offer2,Call Center,631.743039,Two-Door Car,2
7415,15488.43196,Basic,Bachelor,Employed,M,33799,Suburban,Single,109,28,52,3,2,Corporate Auto,Corporate L3,Offer2,Agent,664.980242,SUV,3
7416,11318.08982,Extended,College,Employed,M,38923,Rural,Married,99,6,83,2,2,Personal Auto,Personal L3,Offer1,Agent,115.728852,Four-Door Car,2
7418,4025.095533,Basic,College,Unemployed,M,0,Suburban,Married,119,29,54,2,1,Personal Auto,Personal L3,Offer3,Agent,571.2,SUV,3
7419,3336.219942,Extended,High School or Below,Disabled,M,19447,Suburban,Married,89,6,6,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,640.8,Four-Door Car,2
7420,8940.579278,Basic,Bachelor,Employed,M,95351,Urban,Married,111,31,74,0,5,Personal Auto,Personal L1,Offer1,Web,406.48025,Sports Car,2
7421,5480.701059,Basic,College,Employed,F,46946,Suburban,Divorced,0,10,37,0,9,Personal Auto,Personal L3,Offer2,Web,336,Four-Door Car,2
7422,5780.182197,Basic,College,Employed,F,81676,Rural,Married,72,21,0,0,7,Personal Auto,Personal L2,Offer2,Call Center,148.173152,Two-Door Car,2
7423,6409.627461,Extended,High School or Below,Unemployed,F,0,Suburban,Single,99,14,48,0,9,Personal Auto,Personal L1,Offer1,Branch,712.8,Two-Door Car,2
7425,14616.36817,Extended,Master,Employed,M,25358,Suburban,Single,126,1,13,0,2,Personal Auto,Personal L1,Offer4,Branch,750.58561,SUV,2
7426,5109.50079,Basic,College,Retired,M,22338,Suburban,Married,123,20,10,4,1,Personal Auto,Personal L2,Offer3,Call Center,780.090361,SUV,2
7429,9209.41167,Basic,High School or Below,Employed,F,31365,Suburban,Married,115,1,12,0,7,Special Auto,Special L2,Offer1,Call Center,828,SUV,2
7430,27564.73951,Extended,Bachelor,Disabled,F,26410,Rural,Married,91,17,90,0,2,Corporate Auto,Corporate L1,Offer2,Agent,184.516188,Four-Door Car,1
7433,3980.838735,Premium,High School or Below,Employed,M,92539,Suburban,Single,101,2,61,0,1,Personal Auto,Personal L2,Offer3,Agent,707.408058,Four-Door Car,2
7435,3735.838129,Basic,High School or Below,Unemployed,M,0,Suburban,Single,106,3,85,0,1,Personal Auto,Personal L3,Offer1,Branch,784.8,SUV,2
7436,2619.337376,Basic,Bachelor,Employed,M,78618,Suburban,Divorced,66,7,56,0,1,Corporate Auto,Corporate L2,Offer1,Branch,725.849253,Four-Door Car,3
7437,7507.455372,Basic,College,Employed,M,60920,Urban,Single,64,10,61,0,2,Personal Auto,Personal L2,Offer2,Agent,231.201886,Two-Door Car,2
7440,5323.866117,Extended,High School or Below,Employed,F,64706,Rural,Single,135,0,30,0,1,Corporate Auto,Corporate L2,Offer1,Agent,77.129691,SUV,2
7442,3342.177957,Extended,College,Unemployed,F,0,Suburban,Married,91,8,60,0,1,Personal Auto,Personal L2,Offer1,Agent,436.8,Four-Door Car,2
7443,2698.048753,Basic,Master,Employed,M,40154,Suburban,Married,67,24,17,0,1,Corporate Auto,Corporate L1,Offer1,Branch,360.670642,Four-Door Car,2
7444,14944.83656,Basic,High School or Below,Unemployed,F,0,Suburban,Married,68,11,52,0,2,Personal Auto,Personal L3,Offer1,Agent,326.4,Four-Door Car,2
7445,22103.5072,Basic,College,Unemployed,M,0,Suburban,Married,102,35,48,0,2,Personal Auto,Personal L3,Offer1,Branch,489.6,SUV,2
7447,9294.54951,Extended,Bachelor,Employed,F,21370,Rural,Married,77,1,35,0,2,Corporate Auto,Corporate L3,Offer2,Call Center,105.181202,Four-Door Car,2
7448,5074.246068,Basic,High School or Below,Employed,F,26733,Suburban,Married,65,13,53,0,9,Special Auto,Special L1,Offer4,Branch,312,Two-Door Car,2
7450,11315.20373,Premium,Bachelor,Disabled,F,11885,Suburban,Divorced,101,18,39,0,2,Personal Auto,Personal L2,Offer1,Agent,484.8,Four-Door Car,2
7451,4430.572112,Basic,High School or Below,Employed,M,24059,Suburban,Married,112,31,17,0,1,Corporate Auto,Personal L3,Offer4,Web,537.6,SUV,2
7452,13596.19972,Basic,High School or Below,Employed,M,20128,Suburban,Married,70,28,10,2,2,Personal Auto,Personal L2,Offer2,Branch,336,Four-Door Car,2
7455,3013.439451,Extended,Bachelor,Disabled,M,21353,Suburban,Divorced,80,28,21,0,1,Personal Auto,Personal L3,Offer3,Agent,576,Four-Door Car,2
7457,3619.060986,Extended,Bachelor,Unemployed,F,0,Urban,Married,98,27,47,0,1,Personal Auto,Personal L3,Offer2,Web,310.842085,Four-Door Car,2
7458,5081.741976,Basic,High School or Below,Unemployed,F,0,Rural,Married,69,17,76,0,7,Personal Auto,Personal L1,Offer3,Branch,93.697638,Two-Door Car,2
7459,5039.435344,Basic,High School or Below,Medical Leave,M,29957,Suburban,Married,67,9,82,0,3,Personal Auto,Personal L3,Offer2,Agent,321.6,Four-Door Car,3
7461,6047.02516,Extended,College,Employed,M,20396,Suburban,Married,76,15,60,1,4,Personal Auto,Personal L3,Offer1,Branch,364.8,Four-Door Car,2
7463,4318.433036,Premium,College,Disabled,F,17572,Suburban,Married,110,0,35,0,1,Personal Auto,Personal L1,Offer3,Call Center,639.769748,Two-Door Car,2
7465,15839.08876,Extended,Doctor,Employed,M,44930,Rural,Married,132,19,42,0,2,Personal Auto,Personal L3,Offer2,Call Center,111.049063,SUV,2
7466,8838.085637,Basic,Bachelor,Employed,M,82664,Rural,Married,114,24,10,3,9,Personal Auto,Personal L3,Offer2,Agent,133.425609,SUV,2
7467,3873.647046,Basic,College,Retired,M,28142,Suburban,Divorced,105,34,74,0,1,Personal Auto,Personal L1,Offer1,Agent,701.708239,Sports Car,2
7469,22332.43946,Extended,College,Employed,M,49078,Suburban,Single,97,10,3,0,2,Corporate Auto,Corporate L3,Offer2,Web,470.4,Four-Door Car,1
7470,3032.816016,Extended,Bachelor,Employed,M,73782,Rural,Married,76,11,97,0,1,Special Auto,Special L3,Offer2,Branch,111.622054,Four-Door Car,1
7471,2436.875126,Basic,College,Employed,F,48875,Rural,Married,61,20,9,0,1,Personal Auto,Personal L1,Offer1,Call Center,1.838367,Two-Door Car,3
7473,8693.631249,Basic,College,Disabled,F,17453,Suburban,Married,118,12,70,1,9,Personal Auto,Personal L2,Offer1,Branch,566.4,SUV,3
